acta_id,dept,mun,zona,stand,mesa,hash,status,path,ok
15_010_00_02_005,15,010,00,02,005,06cb8655e7d01bb0cbc0f62f6c99fe54af03b118d969512061a8bbc7d33e6d5e.pdf,status11,training\pdfs_train\15\15_010_00_02_005.pdf,True
54_001_01_03_005,54,001,01,03,005,de5b8eafb6ed21df06664456c9ec6e7735aeccb8c8f2f1d05bcbe587b7a62aa8.pdf,status11,training\pdfs_train\54\54_001_01_03_005.pdf,True
54_007_99_30_002,54,007,99,30,002,0a6f712b51f167d24b21bfbced3827784d56ddc60f863e60b906fad8ad66861d.pdf,status11,training\pdfs_train\54\54_007_99_30_002.pdf,True
54_003_00_02_003,54,003,00,02,003,bef3b6e6aae65becf201921c2fc6e1db18798825421bc35a99406d011176d8b9.pdf,status11,training\pdfs_train\54\54_003_00_02_003.pdf,True
24_001_02_01_025,24,001,02,01,025,b149a3512a9772e49bdfb617cbfc92d4b885fc856554e9281a955556eab23931.pdf,status11,training\pdfs_train\24\24_001_02_01_025.pdf,True
24_001_06_01_024,24,001,06,01,024,29c38278d1dd8ebbfc5344947ba1f4fa26540c3de204c1071b8a096fd0b1449b.pdf,status11,training\pdfs_train\24\24_001_06_01_024.pdf,True
54_001_01_06_002,54,001,01,06,002,7f9176d9f79f3f105056f74b2bf823e82234446b15c737317a6e7754bd50c106.pdf,status11,training\pdfs_train\54\54_001_01_06_002.pdf,True
15_247_04_08_003,15,247,04,08,003,9a1a19b834c207df956fd2279bcb17e8b28d7636bdf482c46a7e6d6dfd1a233a.pdf,status11,training\pdfs_train\15\15_247_04_08_003.pdf,True
15_139_02_01_019,15,139,02,01,019,682a6cdb455197b34b2babb7894597111799fc1d821a8441fd47841e0930f52f.pdf,status11,training\pdfs_train\15\15_139_02_01_019.pdf,True
54_001_01_02_014,54,001,01,02,014,1c27beb5fecf46c5abaf8c9fad1a0c77f9db6043a5feb133f793b848aed09d67.pdf,status11,training\pdfs_train\54\54_001_01_02_014.pdf,True
54_012_00_00_004,54,012,00,00,004,116c9cc4772efd886c0aa8f25ef76e51ba916a0978627de11f0569cfb73e3bd1.pdf,status11,training\pdfs_train\54\54_012_00_00_004.pdf,True
24_001_01_01_023,24,001,01,01,023,3ac1c2556c8d2501291fb2d4229dabb909e169544f80580f258dd4b29fe7f853.pdf,status11,training\pdfs_train\24\24_001_01_01_023.pdf,True
24_025_03_02_008,24,025,03,02,008,d96ac4a8831a4ac25aeed9fe3fc55333cd8a41fc294289143ad6b031c1f688fe.pdf,status11,training\pdfs_train\24\24_025_03_02_008.pdf,True
54_001_01_02_012,54,001,01,02,012,d5189aa9a93c2ebbdbad003708c5cf67efae7fe7b5941e58c44ce9ddf6b53ad2.pdf,status11,training\pdfs_train\54\54_001_01_02_012.pdf,True
15_304_01_03_001,15,304,01,03,001,8e120d6d693858b0b050bb13e7527e6c370f4649a88da724f159751f53f5af54.pdf,status11,training\pdfs_train\15\15_304_01_03_001.pdf,True
24_001_98_01_001,24,001,98,01,001,1a9dcfccd8d8fd8afdcdc48c2b87c29c4c528db375da79bcc566799ba549ce2c.pdf,status11,training\pdfs_train\24\24_001_98_01_001.pdf,True
24_021_00_01_031,24,021,00,01,031,d537737da203426104fa43ee237d2493902c94042cfb0609170959d1f5aeee7c.pdf,status11,training\pdfs_train\24\24_021_00_01_031.pdf,True
15_076_01_10_006,15,076,01,10,006,2e4239aa3cdb7eca5bf0082d4e9eb988e2cd1e8e5d5c46bf81bbb58953fed6fb.pdf,status11,training\pdfs_train\15\15_076_01_10_006.pdf,True
15_139_02_01_034,15,139,02,01,034,c982f87290b7437b3d6cf6881d87733d51d16aa41cd5f9ac772fdf817824267b.pdf,status11,training\pdfs_train\15\15_139_02_01_034.pdf,True
54_001_02_03_012,54,001,02,03,012,e75b986da014a86b80bfb9b1eb12e340d20a3045ae66ae73cda997f36db7875e.pdf,status11,training\pdfs_train\54\54_001_02_03_012.pdf,True
54_001_01_01_005,54,001,01,01,005,827315e66486b05c0fd73d009094dcf587fc50454e33ea99817f1b45e650dcaf.pdf,status11,training\pdfs_train\54\54_001_01_01_005.pdf,True
24_008_00_03_003,24,008,00,03,003,0974ca05c27fc1aaa7af26ef10e843f2463d0325f1f4e62f9bee5b02adb324ce.pdf,status11,training\pdfs_train\24\24_008_00_03_003.pdf,True
54_007_99_07_001,54,007,99,07,001,db79b32d66a497e1f94ea64472ee08f12135b6f4f993ee1731f30b1c8986566f.pdf,status11,training\pdfs_train\54\54_007_99_07_001.pdf,True
15_247_03_09_018,15,247,03,09,018,f6171718f6026b8c0b34e54b8228509da6d63c79df019417414ed5798a0acf0d.pdf,status11,training\pdfs_train\15\15_247_03_09_018.pdf,True
15_103_00_02_006,15,103,00,02,006,a2202187d204d6f2af60e298b27680f4e1a1a4dab5319ec0892c9fd21a4197e9.pdf,status11,training\pdfs_train\15\15_103_00_02_006.pdf,True
24_078_99_70_002,24,078,99,70,002,1b8851054c0b4d8df3ffa64d7cdf0c4a2f7492f81226cbba9040521220e9ca8c.pdf,status11,training\pdfs_train\24\24_078_99_70_002.pdf,True
15_094_99_50_008,15,094,99,50,008,e315d2746689ca02db96045932a67b3609b0cda9bda16c588d48bdb84be04c64.pdf,status11,training\pdfs_train\15\15_094_99_50_008.pdf,True
15_247_05_06_001,15,247,05,06,001,98f8316aec21f3186d33405911d2ee3cb2a2a719374fcf33cce3d3d898420442.pdf,status11,training\pdfs_train\15\15_247_05_06_001.pdf,True
24_025_10_01_011,24,025,10,01,011,396d014871bbb9fdce1e5f488f0dd7510b2d991c304a4973aab0ff02d86d177a.pdf,status11,training\pdfs_train\24\24_025_10_01_011.pdf,True
24_001_09_02_034,24,001,09,02,034,de33ea521ad2ad1d614ce021a6e2f3b978daf76270e634e63298ca71d90cfce3.pdf,status11,training\pdfs_train\24\24_001_09_02_034.pdf,True
54_001_01_01_003,54,001,01,01,003,d2869edf24d7b85abf5de2f23add41dcb5a5c4a92564cea1f295cf059a8059f9.pdf,status11,training\pdfs_train\54\54_001_01_01_003.pdf,True
54_001_01_02_008,54,001,01,02,008,47981fab8029ffc9073e77debeac57598046f6cf0c2e2b6902db4b44ad9f4aa9.pdf,status11,training\pdfs_train\54\54_001_01_02_008.pdf,True
54_007_00_00_006,54,007,00,00,006,8f23325ea5ac6f1258585464b2ff0e49ad6ee891d7e205a85cd7f412db2a7864.pdf,status11,training\pdfs_train\54\54_007_00_00_006.pdf,True
24_046_90_01_011,24,046,90,01,011,e0a70abe68e5c8bd9fdb939c5e2135e056d3ae616241922ee7d947c8f18256d0.pdf,status11,training\pdfs_train\24\24_046_90_01_011.pdf,True
15_067_00_02_019,15,067,00,02,019,4709c873b3aeec2efb5839de9d9d0f0699b518d6983663c5e6532f4c6c5b396a.pdf,status11,training\pdfs_train\15\15_067_00_02_019.pdf,True
24_086_01_05_016,24,086,01,05,016,eaf4c2a6404455f94fff2d055df84f10d59148836c3473f3d28df51265295b55.pdf,status11,training\pdfs_train\24\24_086_01_05_016.pdf,True
54_001_02_01_006,54,001,02,01,006,4ada4c5290c422211b07359dc792f28ec2bdc95ef4a8ef4c576e55c0edbf4d9a.pdf,status11,training\pdfs_train\54\54_001_02_01_006.pdf,True
15_055_02_02_016,15,055,02,02,016,f90ab83b715f239bd4cbf80ffde14f25c1bce8e2eca0d4c26609475e8e62211f.pdf,status11,training\pdfs_train\15\15_055_02_02_016.pdf,True
15_046_01_01_016,15,046,01,01,016,fc215dedc3f6e6940f556cf00da16622eeca463e201be59728c3c62adae88efb.pdf,status11,training\pdfs_train\15\15_046_01_01_016.pdf,True
54_001_02_02_013,54,001,02,02,013,6d3e1a836569e8dadff9a491c0dde6de07dadad6b08ab8b79c9628540441f373.pdf,status11,training\pdfs_train\54\54_001_02_02_013.pdf,True
24_078_00_02_012,24,078,00,02,012,ced7d6f75d310c5b32421f9c28cf30c431b3dcb5d5a5f4aa3fbfe53f19d88da0.pdf,status11,training\pdfs_train\24\24_078_00_02_012.pdf,True
15_318_00_00_009,15,318,00,00,009,6d98afd62d06f40e549c34929617712c84223d451cd55ea9291b7db450a41038.pdf,status11,training\pdfs_train\15\15_318_00_00_009.pdf,True
16_001_18_50_009,16,001,18,50,009,3e2ed72bb15695be86fd09b3ecc4373d7c080cdef3f34bb2ddea3117def72bd5.pdf,status11,training\pdfs_train\16\16_001_18_50_009.pdf,True
54_007_99_06_003,54,007,99,06,003,abbd9e20b869c3e41296f4fdd1b5fd6849d81ce77d1a9e8bd9ff3807a49e319b.pdf,status11,training\pdfs_train\54\54_007_99_06_003.pdf,True
54_001_02_04_005,54,001,02,04,005,bd2f0caff62b0947956e08a002ff4dea158c93e096215986d9ccf07e55da0934.pdf,status11,training\pdfs_train\54\54_001_02_04_005.pdf,True
24_001_99_74_006,24,001,99,74,006,63f15610597f1fc88c697754a86541acd19a84d0d603ccad903eac79e7d51919.pdf,status11,training\pdfs_train\24\24_001_99_74_006.pdf,True
24_021_00_01_017,24,021,00,01,017,b773583eeaab8608aa28e44ef10c181cc03c1bef5022b4fe9a8d8a3f51d52e4c.pdf,status11,training\pdfs_train\24\24_021_00_01_017.pdf,True
16_001_08_28_009,16,001,08,28,009,a0062c2cf8cad022fe2b4bcb1d5009ad44d4f3815dc84e16fc43048443f5aa13.pdf,status11,training\pdfs_train\16\16_001_08_28_009.pdf,True
54_001_02_02_002,54,001,02,02,002,5c5d6bfb80dd8c33391e49b522538d0e802a42bd35e585a5be6d50b767de0751.pdf,status11,training\pdfs_train\54\54_001_02_02_002.pdf,True
54_001_01_02_004,54,001,01,02,004,925e3faa503396ef5179cd5779a0c9d8950a08aeb4675fe90b72f9e05ce2e250.pdf,status11,training\pdfs_train\54\54_001_01_02_004.pdf,True
24_001_99_74_007,24,001,99,74,007,93c50377fd5cfc464ac0db7975fd2c0864027b4eebcc51e9efbdfd016d5ad262.pdf,status11,training\pdfs_train\24\24_001_99_74_007.pdf,True
16_001_11_08_003,16,001,11,08,003,8533e3faabb3fa348589620883b8242296afd4bdea970a1b4e31e082fd58b9ea.pdf,status11,training\pdfs_train\16\16_001_11_08_003.pdf,True
24_086_01_03_012,24,086,01,03,012,bad9d79a9cd3cfe2e560f2d98818e489e2815160b3dfe052fb73040b5efa8ade.pdf,status11,training\pdfs_train\24\24_086_01_03_012.pdf,True
24_025_09_01_008,24,025,09,01,008,6b1c0b15161ad0ab14c1b2c650fe984285778b1181cc8d3e288ef3ee9c7c5fdd.pdf,status11,training\pdfs_train\24\24_025_09_01_008.pdf,True
24_001_08_04_003,24,001,08,04,003,9bc5afb096e0ffd6499006d6976fdcc6440cdc3cc59296f7074c4851195aad86.pdf,status11,training\pdfs_train\24\24_001_08_04_003.pdf,True
54_001_01_01_012,54,001,01,01,012,a5507cc45c0e35f3bf6611300c15d2353ec460746f0fb4e31c9a6bc281c95daf.pdf,status11,training\pdfs_train\54\54_001_01_01_012.pdf,True
16_001_09_10_016,16,001,09,10,016,30c2af983bfbf75088ccea3b07f958e5721ce3ee32806cf30a4b4e1d04691c92.pdf,status11,training\pdfs_train\16\16_001_09_10_016.pdf,True
24_025_06_01_003,24,025,06,01,003,0decac2365141485cd224b28aafcd65e211c134a039a9d9b9184d7d131a324b9.pdf,status11,training\pdfs_train\24\24_025_06_01_003.pdf,True
54_003_99_20_001,54,003,99,20,001,e0da7580a8c02046190936cda002f00bd117618ecc00863f5f248ed760ecce14.pdf,status11,training\pdfs_train\54\54_003_99_20_001.pdf,True
16_001_01_32_017,16,001,01,32,017,b845f95c155125677bebc0223df08ba9e4749ce61c2db64c7321a031d7060308.pdf,status11,training\pdfs_train\16\16_001_01_32_017.pdf,True
16_001_08_42_018,16,001,08,42,018,330c1b0c6043f8471c703c5d4c2f2387f6d2d57570f7b23dba5621f5e460e6ea.pdf,status11,training\pdfs_train\16\16_001_08_42_018.pdf,True
54_001_01_03_011,54,001,01,03,011,9fef6d42856c9f2b6eec83669150bcba2121f25aa2864e2b2a6693cd1c2ca618.pdf,status11,training\pdfs_train\54\54_001_01_03_011.pdf,True
16_001_10_32_003,16,001,10,32,003,fcb0d5e1ad25d3f200a90d9fca7e3c0aab6251c9c3e262bc630d6ea5245f9ab8.pdf,status11,training\pdfs_train\16\16_001_10_32_003.pdf,True
24_025_01_03_008,24,025,01,03,008,5e4c61e3d1432baca3885a9268df53892e2c8fee454644b204a1c7a0d6e6e820.pdf,status11,training\pdfs_train\24\24_025_01_03_008.pdf,True
16_001_16_56_002,16,001,16,56,002,73c19bd2bda68da1df6a855742099d696c4081b77d6f649aca61bea5f79c6b11.pdf,status11,training\pdfs_train\16\16_001_16_56_002.pdf,True
54_001_02_03_005,54,001,02,03,005,2ec34f4deb03d39c29db41d09db737794327db5e3e4d41f54f4ee7ffa4cd8579.pdf,status11,training\pdfs_train\54\54_001_02_03_005.pdf,True
54_012_00_00_005,54,012,00,00,005,2d1196f60a176e3c1022c1248a96d8c216d5c69d4c3b02e89f605cbc41696130.pdf,status11,training\pdfs_train\54\54_012_00_00_005.pdf,True
16_001_08_35_006,16,001,08,35,006,4bb7da8a9acd23f83d08aa15f2396a8a16f8fb6ec0be751a9ae67827c6af579a.pdf,status11,training\pdfs_train\16\16_001_08_35_006.pdf,True
24_001_10_01_050,24,001,10,01,050,057ea8f7aa683f18a8a49a796e48f0a82d369d9b04508348b74628971a8f0881.pdf,status11,training\pdfs_train\24\24_001_10_01_050.pdf,True
16_001_10_55_018,16,001,10,55,018,c0f4e3e3bef85d63412bc3807f0c163ea887df9d040658bb84963376e6a59758.pdf,status11,training\pdfs_train\16\16_001_10_55_018.pdf,True
16_001_09_06_005,16,001,09,06,005,95aab37eb1ac9118cb5b5ffac959cfb3d0ff185e9426cc2a337a0d2e17c28e72.pdf,status11,training\pdfs_train\16\16_001_09_06_005.pdf,True
54_007_00_00_009,54,007,00,00,009,3c9ab54c5e5c18088eb68b1dbf94281d7ecab5b94f6e57d9defda04778bed945.pdf,status11,training\pdfs_train\54\54_007_00_00_009.pdf,True
54_001_02_01_002,54,001,02,01,002,f7f7788cc6d1d4b6eecdba97937c2876353e00a741210d90e749cbe601b73cba.pdf,status11,training\pdfs_train\54\54_001_02_01_002.pdf,True
24_025_03_02_005,24,025,03,02,005,01713e0614be059d4d7beafa83f753f4621d110dccf3d3163eda7ec614bf958f.pdf,status11,training\pdfs_train\24\24_025_03_02_005.pdf,True
24_001_01_01_027,24,001,01,01,027,f2cabf66378446fed6354e11efd3e680760de367b35ff6389c485df6e7149e04.pdf,status11,training\pdfs_train\24\24_001_01_01_027.pdf,True
54_007_00_00_010,54,007,00,00,010,1b1bad2e0bfa33f6c8dd7c2aebc328833f2e2d7e531ad8add0949a530e6e1983.pdf,status11,training\pdfs_train\54\54_007_00_00_010.pdf,True
24_025_02_01_009,24,025,02,01,009,b988bde4e14ec835911b52a73928f6330f698bf877cd278b529504d0485b7b49.pdf,status11,training\pdfs_train\24\24_025_02_01_009.pdf,True
54_003_00_01_003,54,003,00,01,003,039aabdab195c599b02b0a0038f9ad9400afdcb5b23c4cacb0440c1b8fd7c652.pdf,status11,training\pdfs_train\54\54_003_00_01_003.pdf,True
16_001_11_30_018,16,001,11,30,018,c512f4d46d09bc4abe69e83459a5f21f1e0db0c7b54fc20411ac6d2a999569cf.pdf,status11,training\pdfs_train\16\16_001_11_30_018.pdf,True
16_001_11_25_016,16,001,11,25,016,e930b61c9703aab61a64e705955ccf713fd83e37c56d6e27ee9c14a4976d622d.pdf,status11,training\pdfs_train\16\16_001_11_25_016.pdf,True
16_001_09_03_024,16,001,09,03,024,d0bf065aa01aaf51616f276449c600e8f51e0530a9b683cccaef6403cf789b21.pdf,status11,training\pdfs_train\16\16_001_09_03_024.pdf,True
24_001_99_13_003,24,001,99,13,003,67ad48f000b3c343ae6a4e61c16e0b3b5ee7ff013ea4d637876474a252d3e6a0.pdf,status11,training\pdfs_train\24\24_001_99_13_003.pdf,True
54_001_99_21_004,54,001,99,21,004,26d0451a871f660241e2302633a225f4141a15f51e061b534fcf7b74db725ed8.pdf,status11,training\pdfs_train\54\54_001_99_21_004.pdf,True
24_001_06_02_025,24,001,06,02,025,5ff2ee9455c0159446e0572ac789bfcf09b8e712fc1b25669a02d01e4d6704a3.pdf,status11,training\pdfs_train\24\24_001_06_02_025.pdf,True
24_001_11_02_004,24,001,11,02,004,476858bb32bceef1e1828dd8f9e278b7f763795ee865fc32b61888ecff5005f6.pdf,status11,training\pdfs_train\24\24_001_11_02_004.pdf,True
16_001_11_53_021,16,001,11,53,021,3bb8688432253494450732f9885d65a800e7742323ca5927dc0cba83fd62b2a4.pdf,status11,training\pdfs_train\16\16_001_11_53_021.pdf,True
24_025_06_01_008,24,025,06,01,008,de74f041e5a4c63495aeeb723ff7c9f7ac608da34486537c2fe13746b9833577.pdf,status11,training\pdfs_train\24\24_025_06_01_008.pdf,True
54_001_01_03_006,54,001,01,03,006,46335b80f53786fa5c25c3e95ecde61ed65a624e0deb283f0e0d59971cbc9d46.pdf,status11,training\pdfs_train\54\54_001_01_03_006.pdf,True
24_046_02_01_005,24,046,02,01,005,bd90379247d79f5e8ba013ef7b46718d2166c6f37288339627ab71af63a1a8c1.pdf,status11,training\pdfs_train\24\24_046_02_01_005.pdf,True
16_001_12_26_003,16,001,12,26,003,ba9f4035a6f381a1a0e9a8a4920b119d5f6a4a7f9ea3abd28cdc4f8782697388.pdf,status11,training\pdfs_train\16\16_001_12_26_003.pdf,True
54_001_02_05_002,54,001,02,05,002,63b0961a146448f7750e27fe41d1801d5271852c405b901f9b302049083c315c.pdf,status11,training\pdfs_train\54\54_001_02_05_002.pdf,True
24_025_08_02_003,24,025,08,02,003,51e3ae881a9c7d80b539422b49f0eea058f0b69c5d35ce8411d70cae627e7d45.pdf,status11,training\pdfs_train\24\24_025_08_02_003.pdf,True
16_001_07_36_010,16,001,07,36,010,e1c6c94bf1b81caa8e41d47ee7ce4eacb0a96343205b3564691e190f44e195dd.pdf,status11,training\pdfs_train\16\16_001_07_36_010.pdf,True
54_001_01_05_003,54,001,01,05,003,f5baed3a9b2c84e43e6db0d5bb7f4a5255ccc9ec4c15356547a54886da4eb540.pdf,status11,training\pdfs_train\54\54_001_01_05_003.pdf,True
54_003_99_20_002,54,003,99,20,002,08d0fd5a014cce69c7cb3154813d0c507237ca337753f96821c8584dfe5fbdd0.pdf,status11,training\pdfs_train\54\54_003_99_20_002.pdf,True
24_001_11_01_024,24,001,11,01,024,285a80861bc9fab720a86388cc67d289450176b98bd612fe5c3517c5c180734c.pdf,status11,training\pdfs_train\24\24_001_11_01_024.pdf,True
16_001_08_08_014,16,001,08,08,014,a9038756a3f3cbe2432d2f43b442a2455c22af71b1fdc9bfab84432717587c95.pdf,status11,training\pdfs_train\16\16_001_08_08_014.pdf,True
54_007_00_00_001,54,007,00,00,001,71f958baf0a2c65e145f95d055e28d558e12b9ed7ce7f6e5f43f237c48657b86.pdf,status11,training\pdfs_train\54\54_007_00_00_001.pdf,True
16_001_19_06_013,16,001,19,06,013,ff6d897fc8f40beda27f9a1b22e4a8da045ca39c5302a70999ef869adf1d0fb2.pdf,status11,training\pdfs_train\16\16_001_19_06_013.pdf,True
16_001_12_20_007,16,001,12,20,007,efd7da8db643f58497bdacbf51b4e70e4bf89a33d979ca41222ce4f8927b5e63.pdf,status11,training\pdfs_train\16\16_001_12_20_007.pdf,True
24_025_04_01_007,24,025,04,01,007,ba0c3171396d8f7a8db33b72c7a49e694226cf56516b05fc3bae347093c487ad.pdf,status11,training\pdfs_train\24\24_025_04_01_007.pdf,True
54_001_02_01_008,54,001,02,01,008,a0a7393edf9e822bfdf16708a8187400b691ff0cd936b27da871ba81af7c6314.pdf,status11,training\pdfs_train\54\54_001_02_01_008.pdf,True
54_001_01_03_001,54,001,01,03,001,b05a51b13caa45ee654831e2e648e1b01d6679546497ac93ac43703b2606d17f.pdf,status11,training\pdfs_train\54\54_001_01_03_001.pdf,True
24_001_05_02_010,24,001,05,02,010,72b004d434f61aaed34f2a79318d8026d41eeab4a90b1b341422521975f60b5d.pdf,status11,training\pdfs_train\24\24_001_05_02_010.pdf,True
46_040_02_01_006,46,040,02,01,006,3cdc0bc87de86cdee252aa15564c89bd51d17c68a3b03b7990a73bb9b57c547d.pdf,status11,training\pdfs_train\46\46_040_02_01_006.pdf,True
16_001_08_80_028,16,001,08,80,028,bb2ea896b1f8d4b734faf3112fe3c90911c76de2ec47eec0a5540464239640c5.pdf,status11,training\pdfs_train\16\16_001_08_80_028.pdf,True
24_001_05_01_014,24,001,05,01,014,5f12952493e07aa9281d8ca6c8052c7fda9fc87e406f586e1ef2ff128a09ceb2.pdf,status11,training\pdfs_train\24\24_001_05_01_014.pdf,True
16_001_90_01_222,16,001,90,01,222,3920d555752523f80b34d50088c6aaa14d943203db5d4eaa0e2be16aae63cdce.pdf,status11,training\pdfs_train\16\16_001_90_01_222.pdf,True
54_001_99_22_002,54,001,99,22,002,d32d38335725501ee781b17cf9194019247dea295e82dd72c1b0dc8b22b8ec5c.pdf,status11,training\pdfs_train\54\54_001_99_22_002.pdf,True
16_001_13_32_003,16,001,13,32,003,1cbcfd67440e88a8a60eb46377a439da4a0fd490a87e67dc3cacd92eb447f36a.pdf,status11,training\pdfs_train\16\16_001_13_32_003.pdf,True
54_001_99_20_006,54,001,99,20,006,e41f78649081a9e384e801f5acd18d80eacbe7a26ee486b61d0dcf82b64a9a23.pdf,status3,training\pdfs_train\54\54_001_99_20_006.pdf,True
03_001_29_04_008,03,001,29,04,008,5e8f60f0d5c916aad2c952d5994c38414da25d33ea11a4beeee70120b3a96fd3.pdf,status11,training\pdfs_train\03\03_001_29_04_008.pdf,True
24_001_10_04_009,24,001,10,04,009,bba23c325f3ea041e9a33fc416216b4e095dfbd6f91f1f2033049a2a6878d195.pdf,status11,training\pdfs_train\24\24_001_10_04_009.pdf,True
24_025_02_04_010,24,025,02,04,010,664b2fd62f623bce95c5f6c275ae78d9cd20db5d91707548e0236cfd9e22697d.pdf,status11,training\pdfs_train\24\24_025_02_04_010.pdf,True
24_001_06_05_007,24,001,06,05,007,c81d69f34bf4ed896e22e2a40f51e85a41f5a9cfef2c7f430c80f4a557a8dcfc.pdf,status11,training\pdfs_train\24\24_001_06_05_007.pdf,True
03_004_01_04_018,03,004,01,04,018,3f1a887d929c750e7d42e5dd27889f3dac8c4b82ff7cfe582764da293dc8499e.pdf,status11,training\pdfs_train\03\03_004_01_04_018.pdf,True
27_001_07_01_016,27,001,07,01,016,59cf95dfbdeeea827ec566430c924166e31d57a568d1f980ecca22cc51845f7e.pdf,status11,training\pdfs_train\27\27_001_07_01_016.pdf,True
03_052_12_01_028,03,052,12,01,028,aa6f3261dd259d3e690cd9012eba245edd405d4e21152b8e3065a4222ed75462.pdf,status11,training\pdfs_train\03\03_052_12_01_028.pdf,True
24_025_09_01_022,24,025,09,01,022,fca19b462e0452a93178b33479905678fdd3bcf8be5f4739da472a5dcf3e105d.pdf,status11,training\pdfs_train\24\24_025_09_01_022.pdf,True
27_082_06_05_013,27,082,06,05,013,ed9d63766e91cec484d9a3e143304c436fe2d3ae5e94078cf3bcdfe473a7bd7f.pdf,status11,training\pdfs_train\27\27_082_06_05_013.pdf,True
27_160_05_02_016,27,160,05,02,016,ac9330fddc07d7ef94fd0640bc3fc796b334f60eccb04f4b0618fdd82f67cf03.pdf,status11,training\pdfs_train\27\27_160_05_02_016.pdf,True
54_001_02_04_001,54,001,02,04,001,ba0079d018b163a5b96beeea5f8ea230d9ee30d2af0fd2dbfafb051e018f9919.pdf,status11,training\pdfs_train\54\54_001_02_04_001.pdf,True
24_025_05_03_001,24,025,05,03,001,1243a793fd7d56c5c10a8693cfa02ca9e79be275117ee8f7db25d20280f0de7f.pdf,status11,training\pdfs_train\24\24_025_05_03_001.pdf,True
03_055_00_00_009,03,055,00,00,009,8fbfc33e91ea61a5aec9107a8dcda67b0383fb56af3a88ce17e90513ad81c134.pdf,status11,training\pdfs_train\03\03_055_00_00_009.pdf,True
46_001_04_02_030,46,001,04,02,030,cc3ef4bafd5525e30970fb8a99564f1bb59fc5f313e259bb1af98673260b6d3b.pdf,status11,training\pdfs_train\46\46_001_04_02_030.pdf,True
46_040_02_02_008,46,040,02,02,008,3a0253799a93b20d05a5a2f9e94695ee8381c8abe077dbc93ca0900afad09044.pdf,status11,training\pdfs_train\46\46_040_02_02_008.pdf,True
46_001_04_01_008,46,001,04,01,008,c33bdcbb84cf97c8bd8e1115ad07c5bd2f8a7dcc2ff46f629987a0408756f1e7.pdf,status11,training\pdfs_train\46\46_001_04_01_008.pdf,True
03_007_02_01_012,03,007,02,01,012,43afb1e477bf5d35b677ccb3c2415dea57c9416983f7f2ff99417d22f79a4265.pdf,status11,training\pdfs_train\03\03_007_02_01_012.pdf,True
46_001_02_01_008,46,001,02,01,008,7cb4cdd4760424987a24d048d259f7966529e5d5c4d3a401b6b7134e0303f321.pdf,status11,training\pdfs_train\46\46_001_02_01_008.pdf,True
27_193_00_01_006,27,193,00,01,006,5aa52f2f46f7129eebffd16b94c8317fa64479ddfbb59da2210a57d8a51bad26.pdf,status11,training\pdfs_train\27\27_193_00_01_006.pdf,True
24_086_02_05_004,24,086,02,05,004,c6a180a6746336ffa4cd6ade4e1071bb6f3e141cca65854089f388b2de20d290.pdf,status11,training\pdfs_train\24\24_086_02_05_004.pdf,True
24_046_02_01_017,24,046,02,01,017,55916b8e6f330879e296fdea2a49601dc225fcd196a66e8633242d83e30c9a70.pdf,status11,training\pdfs_train\24\24_046_02_01_017.pdf,True
24_046_01_02_012,24,046,01,02,012,1c2c31ab95c075c45d4dcf636bea64c59d404bb6bbb3f10c352df5af02f14736.pdf,status11,training\pdfs_train\24\24_046_01_02_012.pdf,True
27_160_04_01_022,27,160,04,01,022,33727d1be2217a924b8f48a799abd506975ee278eb6966c603992be9b40bc886.pdf,status11,training\pdfs_train\27\27_160_04_01_022.pdf,True
27_001_13_04_015,27,001,13,04,015,753aecc4cfb9bf928eff17862cf6a2daf370322663fca8a88b9b4ec1e0a90f3a.pdf,status11,training\pdfs_train\27\27_001_13_04_015.pdf,True
03_001_35_01_010,03,001,35,01,010,33a7a4ae290a66e7ea9ff0c535d71a367e6bf4581f0017ff3ed7d6d650c1873e.pdf,status11,training\pdfs_train\03\03_001_35_01_010.pdf,True
03_046_02_01_012,03,046,02,01,012,5a029fc692870dc6ba07d62d70638dc113320ad50ae630939965414a6e982d95.pdf,status11,training\pdfs_train\03\03_046_02_01_012.pdf,True
46_520_00_02_006,46,520,00,02,006,4eaf9cf2af68425a50bc00a6a2601819707b5c172487302d5c815056e758be5b.pdf,status11,training\pdfs_train\46\46_520_00_02_006.pdf,True
46_001_03_03_013,46,001,03,03,013,34ced44a96e742f9e954164d2e5bea4889928770bc1c229f61dcb9e136232be5.pdf,status11,training\pdfs_train\46\46_001_03_03_013.pdf,True
24_001_03_07_003,24,001,03,07,003,647cca26b6d16a132f502d39eb19fbbd0470f63962540c0a9d9f1f42e78c9cbb.pdf,status11,training\pdfs_train\24\24_001_03_07_003.pdf,True
27_001_18_01_022,27,001,18,01,022,0391de9a2ad14ba55529fc2836186252c05fe0a6f18252275c6c147fcf40a786.pdf,status11,training\pdfs_train\27\27_001_18_01_022.pdf,True
24_025_04_01_014,24,025,04,01,014,132036b94c1bdab89b501be1d25d9d92873396114d830c3e92408d57b5e62c34.pdf,status11,training\pdfs_train\24\24_025_04_01_014.pdf,True
46_040_01_02_003,46,040,01,02,003,b5323f5e3ee7acc5d619cd22d335c157bea0fc38e80d065fde37bbc1f1282010.pdf,status11,training\pdfs_train\46\46_040_01_02_003.pdf,True
